event_id,timestamp,receipt_id,sku,event_type,surface,metadata
INT-0002483,2026-01-25T20:44:39,RCPT-20260125-00239,P-0010,hover,checkout_upsell,synthetic
INT-0002484,2026-01-25T20:44:39,RCPT-20260125-00239,P-0014,view,checkout_upsell,synthetic
INT-0002485,2026-01-25T20:44:39,RCPT-20260125-00239,P-0014,hover,checkout_upsell,synthetic
INT-0002486,2026-01-25T20:44:39,RCPT-20260125-00239,P-0073,view,checkout_upsell,synthetic
INT-0002487,2026-01-25T20:44:39,RCPT-20260125-00239,P-0058,view,checkout_upsell,synthetic
INT-0002488,2026-01-25T20:44:39,RCPT-20260125-00239,P-0076,view,checkout_upsell,synthetic
INT-0002489,2026-01-25T20:44:39,RCPT-20260125-00239,P-0076,hover,checkout_upsell,synthetic
INT-0002490,2026-01-25T14:41:31,RCPT-20260125-00240,P-0028,view,checkout_upsell,synthetic
INT-0002491,2026-01-25T14:41:31,RCPT-20260125-00240,P-0028,hover,checkout_upsell,synthetic
INT-0002492,2026-01-25T14:41:31,RCPT-20260125-00240,P-0070,view,checkout_upsell,synthetic
INT-0002493,2026-01-25T14:41:31,RCPT-20260125-00240,P-0070,hover,checkout_upsell,synthetic
INT-0002494,2026-01-25T14:41:31,RCPT-20260125-00240,P-0070,click,checkout_upsell,synthetic
INT-0002495,2026-01-25T14:41:31,RCPT-20260125-00240,P-0002,view,checkout_upsell,synthetic
INT-0002496,2026-01-25T14:41:31,RCPT-20260125-00240,P-0005,view,checkout_upsell,synthetic
INT-0002497,2026-01-25T14:41:31,RCPT-20260125-00240,P-0005,hover,checkout_upsell,synthetic
INT-0002498,2026-01-25T14:41:31,RCPT-20260125-00240,P-0072,view,checkout_upsell,synthetic
INT-0002499,2026-01-25T14:41:31,RCPT-20260125-00240,P-0039,view,checkout_upsell,synthetic
INT-0002500,2026-01-25T19:15:03,RCPT-20260125-00241,P-0060,view,checkout_upsell,synthetic
INT-0002501,2026-01-25T19:15:03,RCPT-20260125-00241,P-0060,hover,checkout_upsell,synthetic
INT-0002502,2026-01-25T19:15:03,RCPT-20260125-00241,P-0019,view,checkout_upsell,synthetic
INT-0002503,2026-01-25T19:15:03,RCPT-20260125-00241,P-0019,hover,checkout_upsell,synthetic
INT-0002504,2026-01-25T19:15:03,RCPT-20260125-00241,P-0002,view,checkout_upsell,synthetic
INT-0002505,2026-01-25T19:15:03,RCPT-20260125-00241,P-0002,hover,checkout_upsell,synthetic
INT-0002506,2026-01-25T19:15:03,RCPT-20260125-00241,P-0057,view,checkout_upsell,synthetic
INT-0002507,2026-01-25T19:15:03,RCPT-20260125-00241,P-0057,hover,checkout_upsell,synthetic
INT-0002508,2026-01-25T19:15:03,RCPT-20260125-00241,P-0042,view,checkout_upsell,synthetic
INT-0002509,2026-01-25T19:15:03,RCPT-20260125-00241,P-0042,hover,checkout_upsell,synthetic
INT-0002510,2026-01-25T19:15:03,RCPT-20260125-00241,P-0042,click,checkout_upsell,synthetic
INT-0002511,2026-01-25T19:15:03,RCPT-20260125-00241,P-0017,view,checkout_upsell,synthetic
INT-0002512,2026-01-25T19:28:49,RCPT-20260125-00242,P-0069,view,checkout_upsell,synthetic
INT-0002513,2026-01-25T19:28:49,RCPT-20260125-00242,P-0054,view,checkout_upsell,synthetic
INT-0002514,2026-01-25T19:28:49,RCPT-20260125-00242,P-0054,hover,checkout_upsell,synthetic
INT-0002515,2026-01-25T19:28:49,RCPT-20260125-00242,P-0010,view,checkout_upsell,synthetic
INT-0002516,2026-01-25T19:28:49,RCPT-20260125-00242,P-0010,hover,checkout_upsell,synthetic
INT-0002517,2026-01-25T19:28:49,RCPT-20260125-00242,P-0066,view,checkout_upsell,synthetic
INT-0002518,2026-01-25T19:28:49,RCPT-20260125-00242,P-0066,hover,checkout_upsell,synthetic
INT-0002519,2026-01-25T19:28:49,RCPT-20260125-00242,P-0039,view,checkout_upsell,synthetic
INT-0002520,2026-01-25T19:28:49,RCPT-20260125-00242,P-0039,hover,checkout_upsell,synthetic
INT-0002521,2026-01-25T19:28:49,RCPT-20260125-00242,P-0053,view,checkout_upsell,synthetic
INT-0002522,2026-01-25T19:28:49,RCPT-20260125-00242,P-0053,hover,checkout_upsell,synthetic
INT-0002523,2026-01-26T21:33:56,RCPT-20260126-00243,P-0061,view,checkout_upsell,synthetic
INT-0002524,2026-01-26T21:33:56,RCPT-20260126-00243,P-0061,hover,checkout_upsell,synthetic
INT-0002525,2026-01-26T21:33:56,RCPT-20260126-00243,P-0036,view,checkout_upsell,synthetic
INT-0002526,2026-01-26T21:33:56,RCPT-20260126-00243,P-0036,hover,checkout_upsell,synthetic
INT-0002527,2026-01-26T21:33:56,RCPT-20260126-00243,P-0060,view,checkout_upsell,synthetic
INT-0002528,2026-01-26T21:33:56,RCPT-20260126-00243,P-0060,hover,checkout_upsell,synthetic
INT-0002529,2026-01-26T21:33:56,RCPT-20260126-00243,P-0046,view,checkout_upsell,synthetic
INT-0002530,2026-01-26T21:33:56,RCPT-20260126-00243,P-0073,view,checkout_upsell,synthetic
INT-0002531,2026-01-26T21:33:56,RCPT-20260126-00243,P-0073,hover,checkout_upsell,synthetic
INT-0002532,2026-01-26T21:33:56,RCPT-20260126-00243,P-0076,view,checkout_upsell,synthetic
INT-0002533,2026-01-26T21:33:56,RCPT-20260126-00243,P-0076,hover,checkout_upsell,synthetic
INT-0002534,2026-01-26T21:29:32,RCPT-20260126-00244,P-0008,view,checkout_upsell,synthetic
INT-0002535,2026-01-26T21:29:32,RCPT-20260126-00244,P-0046,view,checkout_upsell,synthetic
INT-0002536,2026-01-26T21:29:32,RCPT-20260126-00244,P-0046,hover,checkout_upsell,synthetic
INT-0002537,2026-01-26T21:29:32,RCPT-20260126-00244,P-0038,view,checkout_upsell,synthetic
INT-0002538,2026-01-26T21:29:32,RCPT-20260126-00244,P-0020,view,checkout_upsell,synthetic
INT-0002539,2026-01-26T21:29:32,RCPT-20260126-00244,P-0020,hover,checkout_upsell,synthetic
INT-0002540,2026-01-26T21:29:32,RCPT-20260126-00244,P-0032,view,checkout_upsell,synthetic
INT-0002541,2026-01-26T21:29:32,RCPT-20260126-00244,P-0032,hover,checkout_upsell,synthetic
INT-0002542,2026-01-26T21:29:32,RCPT-20260126-00244,P-0018,view,checkout_upsell,synthetic
INT-0002543,2026-01-26T21:29:32,RCPT-20260126-00244,P-0018,hover,checkout_upsell,synthetic
INT-0002544,2026-01-26T21:29:32,RCPT-20260126-00244,P-0018,click,checkout_upsell,synthetic
INT-0002545,2026-01-26T14:03:10,RCPT-20260126-00245,P-0060,view,checkout_upsell,synthetic
INT-0002546,2026-01-26T14:03:10,RCPT-20260126-00245,P-0060,click,checkout_upsell,synthetic
INT-0002547,2026-01-26T14:03:10,RCPT-20260126-00245,P-0068,view,checkout_upsell,synthetic
INT-0002548,2026-01-26T14:03:10,RCPT-20260126-00245,P-0054,view,checkout_upsell,synthetic
INT-0002549,2026-01-26T14:03:10,RCPT-20260126-00245,P-0054,hover,checkout_upsell,synthetic
INT-0002550,2026-01-26T14:03:10,RCPT-20260126-00245,P-0022,view,checkout_upsell,synthetic
INT-0002551,2026-01-26T14:03:10,RCPT-20260126-00245,P-0022,hover,checkout_upsell,synthetic
INT-0002552,2026-01-26T14:03:10,RCPT-20260126-00245,P-0063,view,checkout_upsell,synthetic
INT-0002553,2026-01-26T14:03:10,RCPT-20260126-00245,P-0063,hover,checkout_upsell,synthetic
INT-0002554,2026-01-26T14:03:10,RCPT-20260126-00245,P-0016,view,checkout_upsell,synthetic
INT-0002555,2026-01-26T14:03:10,RCPT-20260126-00245,P-0016,hover,checkout_upsell,synthetic
INT-0002556,2026-01-26T11:16:38,RCPT-20260126-00246,P-0010,view,checkout_upsell,synthetic
INT-0002557,2026-01-26T11:16:38,RCPT-20260126-00246,P-0010,hover,checkout_upsell,synthetic
INT-0002558,2026-01-26T11:16:38,RCPT-20260126-00246,P-0010,click,checkout_upsell,synthetic
INT-0002559,2026-01-26T11:16:38,RCPT-20260126-00246,P-0071,view,checkout_upsell,synthetic
INT-0002560,2026-01-26T11:16:38,RCPT-20260126-00246,P-0071,click,checkout_upsell,synthetic
INT-0002561,2026-01-26T11:16:38,RCPT-20260126-00246,P-0042,view,checkout_upsell,synthetic
INT-0002562,2026-01-26T11:16:38,RCPT-20260126-00246,P-0042,hover,checkout_upsell,synthetic
INT-0002563,2026-01-26T11:16:38,RCPT-20260126-00246,P-0062,view,checkout_upsell,synthetic
INT-0002564,2026-01-26T11:16:38,RCPT-20260126-00246,P-0062,hover,checkout_upsell,synthetic
INT-0002565,2026-01-26T11:16:38,RCPT-20260126-00246,P-0024,view,checkout_upsell,synthetic
INT-0002566,2026-01-26T11:16:38,RCPT-20260126-00246,P-0024,hover,checkout_upsell,synthetic
INT-0002567,2026-01-26T11:16:38,RCPT-20260126-00246,P-0009,view,checkout_upsell,synthetic
INT-0002568,2026-01-26T11:16:38,RCPT-20260126-00246,P-0009,hover,checkout_upsell,synthetic
INT-0002569,2026-01-26T16:42:53,RCPT-20260126-00247,P-0040,view,checkout_upsell,synthetic
INT-0002570,2026-01-26T16:42:53,RCPT-20260126-00247,P-0040,hover,checkout_upsell,synthetic
INT-0002571,2026-01-26T16:42:53,RCPT-20260126-00247,P-0050,view,checkout_upsell,synthetic
INT-0002572,2026-01-26T16:42:53,RCPT-20260126-00247,P-0050,hover,checkout_upsell,synthetic
INT-0002573,2026-01-26T16:42:53,RCPT-20260126-00247,P-0046,view,checkout_upsell,synthetic
INT-0002574,2026-01-26T16:42:53,RCPT-20260126-00247,P-0046,hover,checkout_upsell,synthetic
INT-0002575,2026-01-26T16:42:53,RCPT-20260126-00247,P-0046,click,checkout_upsell,synthetic
INT-0002576,2026-01-26T16:42:53,RCPT-20260126-00247,P-0070,view,checkout_upsell,synthetic
INT-0002577,2026-01-26T16:42:53,RCPT-20260126-00247,P-0055,view,checkout_upsell,synthetic
INT-0002578,2026-01-26T16:42:53,RCPT-20260126-00247,P-0024,view,checkout_upsell,synthetic
INT-0002579,2026-01-26T16:42:53,RCPT-20260126-00247,P-0024,hover,checkout_upsell,synthetic
INT-0002580,2026-01-26T14:42:20,RCPT-20260126-00248,P-0068,view,checkout_upsell,synthetic
INT-0002581,2026-01-26T14:42:20,RCPT-20260126-00248,P-0035,view,checkout_upsell,synthetic
INT-0002582,2026-01-26T14:42:20,RCPT-20260126-00248,P-0010,view,checkout_upsell,synthetic
INT-0002583,2026-01-26T14:42:20,RCPT-20260126-00248,P-0046,view,checkout_upsell,synthetic
INT-0002584,2026-01-26T14:42:20,RCPT-20260126-00248,P-0046,hover,checkout_upsell,synthetic
INT-0002585,2026-01-26T14:42:20,RCPT-20260126-00248,P-0057,view,checkout_upsell,synthetic
INT-0002586,2026-01-26T14:42:20,RCPT-20260126-00248,P-0057,hover,checkout_upsell,synthetic
INT-0002587,2026-01-26T14:42:20,RCPT-20260126-00248,P-0057,click,checkout_upsell,synthetic
INT-0002588,2026-01-26T14:42:20,RCPT-20260126-00248,P-0055,view,checkout_upsell,synthetic
INT-0002589,2026-01-26T14:42:20,RCPT-20260126-00248,P-0055,hover,checkout_upsell,synthetic
INT-0002590,2026-01-26T14:42:20,RCPT-20260126-00248,P-0055,click,checkout_upsell,synthetic
INT-0002591,2026-01-26T18:34:40,RCPT-20260126-00249,P-0061,view,checkout_upsell,synthetic
INT-0002592,2026-01-26T18:34:40,RCPT-20260126-00249,P-0061,hover,checkout_upsell,synthetic
INT-0002593,2026-01-26T18:34:40,RCPT-20260126-00249,P-0025,view,checkout_upsell,synthetic
INT-0002594,2026-01-26T18:34:40,RCPT-20260126-00249,P-0025,hover,checkout_upsell,synthetic
INT-0002595,2026-01-26T18:34:40,RCPT-20260126-00249,P-0070,view,checkout_upsell,synthetic
INT-0002596,2026-01-26T18:34:40,RCPT-20260126-00249,P-0055,view,checkout_upsell,synthetic
INT-0002597,2026-01-26T18:34:40,RCPT-20260126-00249,P-0055,click,checkout_upsell,synthetic
INT-0002598,2026-01-26T18:34:40,RCPT-20260126-00249,P-0005,view,checkout_upsell,synthetic
INT-0002599,2026-01-26T18:34:40,RCPT-20260126-00249,P-0005,hover,checkout_upsell,synthetic
INT-0002600,2026-01-26T18:34:40,RCPT-20260126-00249,P-0005,click,checkout_upsell,synthetic
INT-0002601,2026-01-26T18:34:40,RCPT-20260126-00249,P-0049,view,checkout_upsell,synthetic
INT-0002602,2026-01-26T18:57:21,RCPT-20260126-00250,P-0074,view,checkout_upsell,synthetic
INT-0002603,2026-01-26T18:57:21,RCPT-20260126-00250,P-0035,view,checkout_upsell,synthetic
INT-0002604,2026-01-26T18:57:21,RCPT-20260126-00250,P-0035,hover,checkout_upsell,synthetic
INT-0002605,2026-01-26T18:57:21,RCPT-20260126-00250,P-0017,view,checkout_upsell,synthetic
INT-0002606,2026-01-26T18:57:21,RCPT-20260126-00250,P-0017,hover,checkout_upsell,synthetic
INT-0002607,2026-01-26T18:57:21,RCPT-20260126-00250,P-0018,view,checkout_upsell,synthetic
INT-0002608,2026-01-26T18:57:21,RCPT-20260126-00250,P-0018,hover,checkout_upsell,synthetic
INT-0002609,2026-01-26T18:57:21,RCPT-20260126-00250,P-0018,click,checkout_upsell,synthetic
INT-0002610,2026-01-26T18:57:21,RCPT-20260126-00250,P-0072,view,checkout_upsell,synthetic
INT-0002611,2026-01-26T18:57:21,RCPT-20260126-00250,P-0063,view,checkout_upsell,synthetic
INT-0002612,2026-01-26T18:57:21,RCPT-20260126-00250,P-0063,hover,checkout_upsell,synthetic
INT-0002613,2026-01-26T15:56:12,RCPT-20260126-00251,P-0051,view,checkout_upsell,synthetic
INT-0002614,2026-01-26T15:56:12,RCPT-20260126-00251,P-0025,view,checkout_upsell,synthetic
INT-0002615,2026-01-26T15:56:12,RCPT-20260126-00251,P-0025,hover,checkout_upsell,synthetic
INT-0002616,2026-01-26T15:56:12,RCPT-20260126-00251,P-0035,view,checkout_upsell,synthetic
INT-0002617,2026-01-26T15:56:12,RCPT-20260126-00251,P-0035,hover,checkout_upsell,synthetic
INT-0002618,2026-01-26T15:56:12,RCPT-20260126-00251,P-0054,view,checkout_upsell,synthetic
INT-0002619,2026-01-26T15:56:12,RCPT-20260126-00251,P-0054,click,checkout_upsell,synthetic
INT-0002620,2026-01-26T15:56:12,RCPT-20260126-00251,P-0071,view,checkout_upsell,synthetic
INT-0002621,2026-01-26T15:56:12,RCPT-20260126-00251,P-0071,hover,checkout_upsell,synthetic
INT-0002622,2026-01-26T15:56:12,RCPT-20260126-00251,P-0004,view,checkout_upsell,synthetic
INT-0002623,2026-01-27T10:20:55,RCPT-20260127-00252,P-0034,view,checkout_upsell,synthetic
INT-0002624,2026-01-27T10:20:55,RCPT-20260127-00252,P-0034,hover,checkout_upsell,synthetic
INT-0002625,2026-01-27T10:20:55,RCPT-20260127-00252,P-0025,view,checkout_upsell,synthetic
INT-0002626,2026-01-27T10:20:55,RCPT-20260127-00252,P-0025,hover,checkout_upsell,synthetic
INT-0002627,2026-01-27T10:20:55,RCPT-20260127-00252,P-0060,view,checkout_upsell,synthetic
INT-0002628,2026-01-27T10:20:55,RCPT-20260127-00252,P-0010,view,checkout_upsell,synthetic
INT-0002629,2026-01-27T10:20:55,RCPT-20260127-00252,P-0010,hover,checkout_upsell,synthetic
INT-0002630,2026-01-27T10:20:55,RCPT-20260127-00252,P-0057,view,checkout_upsell,synthetic
INT-0002631,2026-01-27T10:20:55,RCPT-20260127-00252,P-0024,view,checkout_upsell,synthetic
INT-0002632,2026-01-27T10:20:55,RCPT-20260127-00252,P-0024,hover,checkout_upsell,synthetic
INT-0002633,2026-01-27T10:39:27,RCPT-20260127-00253,P-0061,view,checkout_upsell,synthetic
INT-0002634,2026-01-27T10:39:27,RCPT-20260127-00253,P-0061,hover,checkout_upsell,synthetic
INT-0002635,2026-01-27T10:39:27,RCPT-20260127-00253,P-0056,view,checkout_upsell,synthetic
INT-0002636,2026-01-27T10:39:27,RCPT-20260127-00253,P-0057,view,checkout_upsell,synthetic
INT-0002637,2026-01-27T10:39:27,RCPT-20260127-00253,P-0064,view,checkout_upsell,synthetic
INT-0002638,2026-01-27T10:39:27,RCPT-20260127-00253,P-0076,view,checkout_upsell,synthetic
INT-0002639,2026-01-27T10:39:27,RCPT-20260127-00253,P-0076,hover,checkout_upsell,synthetic
INT-0002640,2026-01-27T10:39:27,RCPT-20260127-00253,P-0033,view,checkout_upsell,synthetic
INT-0002641,2026-01-27T08:40:46,RCPT-20260127-00254,P-0043,view,checkout_upsell,synthetic
INT-0002642,2026-01-27T08:40:46,RCPT-20260127-00254,P-0033,view,checkout_upsell,synthetic
INT-0002643,2026-01-27T08:40:46,RCPT-20260127-00254,P-0033,hover,checkout_upsell,synthetic
INT-0002644,2026-01-27T08:40:46,RCPT-20260127-00254,P-0021,view,checkout_upsell,synthetic
INT-0002645,2026-01-27T08:40:46,RCPT-20260127-00254,P-0001,view,checkout_upsell,synthetic
INT-0002646,2026-01-27T08:40:46,RCPT-20260127-00254,P-0001,hover,checkout_upsell,synthetic
INT-0002647,2026-01-27T08:40:46,RCPT-20260127-00254,P-0042,view,checkout_upsell,synthetic
INT-0002648,2026-01-27T08:40:46,RCPT-20260127-00254,P-0009,view,checkout_upsell,synthetic
INT-0002649,2026-01-27T17:33:21,RCPT-20260127-00255,P-0034,view,checkout_upsell,synthetic
INT-0002650,2026-01-27T17:33:21,RCPT-20260127-00255,P-0034,hover,checkout_upsell,synthetic
INT-0002651,2026-01-27T17:33:21,RCPT-20260127-00255,P-0036,view,checkout_upsell,synthetic
INT-0002652,2026-01-27T17:33:21,RCPT-20260127-00255,P-0015,view,checkout_upsell,synthetic
INT-0002653,2026-01-27T17:33:21,RCPT-20260127-00255,P-0060,view,checkout_upsell,synthetic
INT-0002654,2026-01-27T17:33:21,RCPT-20260127-00255,P-0060,hover,checkout_upsell,synthetic
INT-0002655,2026-01-27T17:33:21,RCPT-20260127-00255,P-0046,view,checkout_upsell,synthetic
INT-0002656,2026-01-27T17:33:21,RCPT-20260127-00255,P-0016,view,checkout_upsell,synthetic
INT-0002657,2026-01-27T17:33:21,RCPT-20260127-00255,P-0016,click,checkout_upsell,synthetic
INT-0002658,2026-01-27T08:14:14,RCPT-20260127-00256,P-0065,view,checkout_upsell,synthetic
INT-0002659,2026-01-27T08:14:14,RCPT-20260127-00256,P-0021,view,checkout_upsell,synthetic
INT-0002660,2026-01-27T08:14:14,RCPT-20260127-00256,P-0021,hover,checkout_upsell,synthetic
INT-0002661,2026-01-27T08:14:14,RCPT-20260127-00256,P-0054,view,checkout_upsell,synthetic
INT-0002662,2026-01-27T08:14:14,RCPT-20260127-00256,P-0054,hover,checkout_upsell,synthetic
INT-0002663,2026-01-27T08:14:14,RCPT-20260127-00256,P-0031,view,checkout_upsell,synthetic
INT-0002664,2026-01-27T08:14:14,RCPT-20260127-00256,P-0031,click,checkout_upsell,synthetic
INT-0002665,2026-01-27T08:14:14,RCPT-20260127-00256,P-0018,view,checkout_upsell,synthetic
INT-0002666,2026-01-27T08:14:14,RCPT-20260127-00256,P-0022,view,checkout_upsell,synthetic
INT-0002667,2026-01-27T08:14:14,RCPT-20260127-00256,P-0022,click,checkout_upsell,synthetic
INT-0002668,2026-01-27T18:06:41,RCPT-20260127-00257,P-0034,view,checkout_upsell,synthetic
INT-0002669,2026-01-27T18:06:41,RCPT-20260127-00257,P-0012,view,checkout_upsell,synthetic
INT-0002670,2026-01-27T18:06:41,RCPT-20260127-00257,P-0060,view,checkout_upsell,synthetic
INT-0002671,2026-01-27T18:06:41,RCPT-20260127-00257,P-0060,hover,checkout_upsell,synthetic
INT-0002672,2026-01-27T18:06:41,RCPT-20260127-00257,P-0022,view,checkout_upsell,synthetic
INT-0002673,2026-01-27T18:06:41,RCPT-20260127-00257,P-0022,hover,checkout_upsell,synthetic
INT-0002674,2026-01-27T18:06:41,RCPT-20260127-00257,P-0062,view,checkout_upsell,synthetic
INT-0002675,2026-01-27T18:06:41,RCPT-20260127-00257,P-0062,hover,checkout_upsell,synthetic
INT-0002676,2026-01-27T18:06:41,RCPT-20260127-00257,P-0009,view,checkout_upsell,synthetic
INT-0002677,2026-01-27T18:06:42,RCPT-20260127-00258,P-0050,view,checkout_upsell,synthetic
INT-0002678,2026-01-27T18:06:42,RCPT-20260127-00258,P-0050,hover,checkout_upsell,synthetic
INT-0002679,2026-01-27T18:06:42,RCPT-20260127-00258,P-0043,view,checkout_upsell,synthetic
INT-0002680,2026-01-27T18:06:42,RCPT-20260127-00258,P-0043,hover,checkout_upsell,synthetic
INT-0002681,2026-01-27T18:06:42,RCPT-20260127-00258,P-0071,view,checkout_upsell,synthetic
INT-0002682,2026-01-27T18:06:42,RCPT-20260127-00258,P-0071,hover,checkout_upsell,synthetic
INT-0002683,2026-01-27T18:06:42,RCPT-20260127-00258,P-0023,view,checkout_upsell,synthetic
INT-0002684,2026-01-27T18:06:42,RCPT-20260127-00258,P-0067,view,checkout_upsell,synthetic
INT-0002685,2026-01-27T18:06:42,RCPT-20260127-00258,P-0067,hover,checkout_upsell,synthetic
INT-0002686,2026-01-27T18:06:42,RCPT-20260127-00258,P-0067,click,checkout_upsell,synthetic
INT-0002687,2026-01-27T18:06:42,RCPT-20260127-00258,P-0049,view,checkout_upsell,synthetic
INT-0002688,2026-01-27T18:06:42,RCPT-20260127-00258,P-0049,hover,checkout_upsell,synthetic
INT-0002689,2026-01-27T11:22:45,RCPT-20260127-00259,P-0038,view,checkout_upsell,synthetic
INT-0002690,2026-01-27T11:22:45,RCPT-20260127-00259,P-0038,hover,checkout_upsell,synthetic
INT-0002691,2026-01-27T11:22:45,RCPT-20260127-00259,P-0067,view,checkout_upsell,synthetic
INT-0002692,2026-01-27T11:22:45,RCPT-20260127-00259,P-0067,hover,checkout_upsell,synthetic
INT-0002693,2026-01-27T11:22:45,RCPT-20260127-00259,P-0067,click,checkout_upsell,synthetic
INT-0002694,2026-01-27T11:22:45,RCPT-20260127-00259,P-0026,view,checkout_upsell,synthetic
INT-0002695,2026-01-27T11:22:45,RCPT-20260127-00259,P-0026,hover,checkout_upsell,synthetic
INT-0002696,2026-01-27T11:22:45,RCPT-20260127-00259,P-0026,click,checkout_upsell,synthetic
INT-0002697,2026-01-27T11:22:45,RCPT-20260127-00259,P-0049,view,checkout_upsell,synthetic
INT-0002698,2026-01-27T11:22:45,RCPT-20260127-00259,P-0049,hover,checkout_upsell,synthetic
INT-0002699,2026-01-27T11:22:45,RCPT-20260127-00259,P-0039,view,checkout_upsell,synthetic
INT-0002700,2026-01-27T11:22:45,RCPT-20260127-00259,P-0039,hover,checkout_upsell,synthetic
INT-0002701,2026-01-27T11:22:45,RCPT-20260127-00259,P-0033,view,checkout_upsell,synthetic
INT-0002702,2026-01-27T11:22:45,RCPT-20260127-00259,P-0033,hover,checkout_upsell,synthetic
INT-0002703,2026-01-28T10:05:49,RCPT-20260128-00260,P-0048,view,checkout_upsell,synthetic
INT-0002704,2026-01-28T10:05:49,RCPT-20260128-00260,P-0006,view,checkout_upsell,synthetic
INT-0002705,2026-01-28T10:05:49,RCPT-20260128-00260,P-0006,hover,checkout_upsell,synthetic
INT-0002706,2026-01-28T10:05:49,RCPT-20260128-00260,P-0001,view,checkout_upsell,synthetic
INT-0002707,2026-01-28T10:05:49,RCPT-20260128-00260,P-0001,hover,checkout_upsell,synthetic
INT-0002708,2026-01-28T10:05:49,RCPT-20260128-00260,P-0014,view,checkout_upsell,synthetic
INT-0002709,2026-01-28T10:05:49,RCPT-20260128-00260,P-0026,view,checkout_upsell,synthetic
INT-0002710,2026-01-28T10:05:49,RCPT-20260128-00260,P-0026,hover,checkout_upsell,synthetic
INT-0002711,2026-01-28T10:05:49,RCPT-20260128-00260,P-0017,view,checkout_upsell,synthetic
INT-0002712,2026-01-28T10:05:49,RCPT-20260128-00260,P-0017,hover,checkout_upsell,synthetic
INT-0002713,2026-01-28T14:47:07,RCPT-20260128-00261,P-0034,view,checkout_upsell,synthetic
INT-0002714,2026-01-28T14:47:07,RCPT-20260128-00261,P-0034,hover,checkout_upsell,synthetic
